;Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;Price
270;15215;17;1,0;46,69297388488836;5,941401217538019;1,0;7;1,0;2015;0,0;B;B;18;3374;5;620,0;1;2;B;212290,68408602735
4258;11287;17;3,0;66,08674549692121;43,429436214208614;7,0;7;13,0;1979;0,0;B;B;18;3374;5;620,0;1;2;B;90008,83660431387
8277;4199;17;2,0;38,67635611168648;22,42711452013272;6,0;2;9,0;1967;0,0;B;B;18;3374;5;620,0;1;2;B;183948,00525125946
3071;8559;17;3,0;72,82090193885385;48,31015655149775;7,0;7;19,0;1970;0,0;B;B;18;3374;5;620,0;1;2;B;368177,4880485584
598;284;17;2,0;47,11040423718096;33,09609369923252;5,0;5;5,0;1962;0,0;B;B;18;3374;5;620,0;1;2;B;232979,49596198343
1518;347;17;2,0;48,58474971007254;31,542572271049142;5,0;5;5,0;1963;0,0;B;B;18;3374;5;620,0;1;2;B;230583,75964796462
9968;6653;17;2,0;41,15743710815707;27,48971254947461;6,0;3;19,0;1967;0,0;B;B;18;3374;5;620,0;1;2;B;87265,39904484051
5083;7668;17;2,0;46,31294795821567;31,668907671889915;5,0;6;9,0;1963;0,0;B;B;18;3374;5;620,0;1;2;B;226274,8439063145
2302;10724;17;2,0;42,97702903857268;25,341325169538536;7,0;3;12,0;1970;0,0;B;B;18;3374;5;620,0;1;2;B;239840,32324673067
2697;5675;17;1,0;57,335027694659814;23,298211162237674;1,0;16;1,0;2014;0,0;B;B;18;3374;5;620,0;1;2;B;252599,52991919464
8670;12750;17;2,0;47,254619696654366;33,859654677782196;5,0;3;5,0;1963;0,0;B;B;18;3374;5;620,0;1;2;B;232368,71851452554
3977;10655;17;1,0;34,171910964615066;19,88614525447189;9,0;4;14,0;1979;0,0;B;B;18;3374;5;620,0;1;2;B;218364,77872824788
1117;12872;17;3,0;57,818706439331436;39,994597630575974;5,0;5;5,0;1962;0,0;B;B;18;3374;5;620,0;1;2;B;276683,0713440723
3917;8446;17;3,0;78,52446072023794;48,47335415544861;10,0;14;16,0;1984;0,0;B;B;18;3374;5;620,0;1;2;B;382951,8942950996
4505;5175;17;1,0;46,97661606128949;40,19894515260809;1,0;14;20,0;2017;0,0;B;B;18;3374;5;620,0;1;2;B;227316,8377051232
7846;8214;17;2,0;46,51086678648854;30,664395811708463;5,0;7;5,0;1965;0,0;B;B;18;3374;5;620,0;1;2;B;234193,34274164785
4028;7282;17;2,0;40,33273895204629;23,272044042439564;7,0;3;12,0;1969;0,0;B;B;18;3374;5;620,0;1;2;B;243393,90888185086
9198;3577;59;3,0;107,76505259277019;52,26192246645988;1,0;7;18,0;1977;0,0;B;B;18;3374;5;620,0;1;2;B;498380,8033398103
8643;11597;17;3,0;77,13022599820225;48,36052661058334;9,0;24;25,0;2008;0,0;B;B;18;3374;5;620,0;1;2;B;586061,6784162922
7489;6156;17;2,0;56,48793652708885;34,686376587896234;8,0;3;16,0;1975;0,0;B;B;18;3374;5;620,0;1;2;B;313078,01570575434
8590;6166;17;2,0;47,978488486848576;31,060350955895103;5,0;4;5,0;1964;0,0;B;B;18;3374;5;620,0;1;2;B;218005,51930097665
3858;5658;17;3,0;75,27625968783991;45,187294245938865;0,0;19;27,0;2003;0,0;B;B;18;3374;5;620,0;1;2;B;439468,02863996907
4779;11293;17;2,0;46,421150020511725;30,59530277381665;1,0;7;5,0;1962;0,0;B;B;18;3374;5;620,0;1;2;B;233488,34286951175
6551;12657;17;1,0;32,840310995365016;17,383530120131187;6,0;5;10,0;1969;0,0;B;B;18;3374;5;620,0;1;2;B;210311,4529392668
7601;12039;121;1,0;34,877937647896196;20,307126874342526;5,0;5;5,0;1964;0,212515361;B;B;19;3293;16;628,0;3;7;B;166271,53910329653
7255;4439;121;2,0;59,84001604528271;54,64574106551241;0,0;22;1,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;305673,9362067691
4234;1167;121;2,0;57,82127800471621;28,603825336974968;11,0;4;16,0;1982;0,212515361;B;B;19;3293;16;628,0;3;7;B;283279,7860370944
9900;10797;121;3,0;51,65012516977171;36,60958502983007;5,0;2;9,0;1971;0,212515361;B;B;19;3293;16;628,0;3;7;B;272539,05160959304
4904;462;43;1,0;44,082182694974925;27,717689623958808;7,0;4;5,0;1919;0,212515361;B;B;19;3293;16;628,0;3;7;B;321506,27710400044
5548;2245;178;3,0;77,7032317804178;45,87485706145186;10,0;3;14,0;2002;0,212515361;B;B;19;3293;16;628,0;3;7;B;471844,0972001692
7073;532;121;2,0;45,92387283436386;29,66340169606697;5,0;1;14,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;234845,95863108503
6845;8407;104;1,0;35,2391924435518;20,328074817165465;8,0;6;5,0;1962;0,212515361;B;B;19;3293;16;628,0;3;7;B;164048,24445629615
6571;13346;178;2,0;43,02702019410984;23,266754340799476;6,0;10;12,0;1970;0,212515361;B;B;19;3293;16;628,0;3;7;B;204838,0569360616
936;3470;134;1,0;40,04561972032848;41,7982163822626;1,0;8;17,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;133193,85132475715
121;10935;121;3,0;60,43816917856879;43,96785075861281;5,0;5;5,0;1965;0,212515361;B;B;19;3293;16;628,0;3;7;B;269680,638174428
7293;7935;121;2,0;48,421650247927644;32,30615447107899;6,0;12;12,0;1974;0,212515361;B;B;19;3293;16;628,0;3;7;B;233753,87758873595
8001;15865;121;2,0;56,00880613110292;35,766267119147116;9,0;18;16,0;1980;0,212515361;B;B;19;3293;16;628,0;3;7;B;311482,92463071743
2524;6725;134;3,0;88,74524054190344;51,66160012597417;10,0;12;12,0;2017;0,212515361;B;B;19;3293;16;628,0;3;7;B;215851,426648743
7005;9981;121;1,0;36,65998521752788;24,779739010539217;9,0;10;12,0;1967;0,212515361;B;B;19;3293;16;628,0;3;7;B;221968,04867588961
5453;5950;121;1,0;44,986037056839095;24,46755909139683;9,0;7;9,0;1961;0,212515361;B;B;19;3293;16;628,0;3;7;B;233656,0340077259
3852;3456;134;3,0;81,80086543390603;61,48816013459994;1,0;12;1,0;2014;0,212515361;B;B;19;3293;16;628,0;3;7;B;247858,85011068327
3641;7473;121;2,0;61,12088770593011;35,704182503520165;6,0;6;5,0;1958;0,212515361;B;B;19;3293;16;628,0;3;7;B;285184,6335068939
2165;14913;134;1,0;41,80400682051236;30,928076795745028;1,0;8;17,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;110861,44872528256
5515;7192;121;2,0;48,99811866548002;29,39045734924957;5,0;2;5,0;1967;0,212515361;B;B;19;3293;16;628,0;3;7;B;227214,3040523349
2207;1449;121;1,0;39,101150859494524;21,621058284855863;8,0;8;16,0;1993;0,212515361;B;B;19;3293;16;628,0;3;7;B;219777,07338968164
3101;1702;121;2,0;47,545752530120104;28,242153786370825;6,0;1;9,0;1971;0,212515361;B;B;19;3293;16;628,0;3;7;B;205003,57688673653
7576;1130;134;1,0;40,31999606983669;30,928076795745028;1,0;3;17,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;116994,0849953335
6469;12636;121;2,0;58,923330566342145;36,05527207624432;10,0;10;10,0;1984;0,212515361;B;B;19;3293;16;628,0;3;7;B;92345,04441301573
7648;7126;121;2,0;57,12151481287;30,78593400645905;10,0;3;16,0;1979;0,212515361;B;B;19;3293;16;628,0;3;7;B;297749,6035729893
2160;10053;121;2,0;55,212571898920714;32,2944309713568;11,0;7;16,0;1984;0,212515361;B;B;19;3293;16;628,0;3;7;B;297720,313290514
1668;899;121;1,0;39,49599972540339;20,571644058716707;8,0;5;12,0;1985;0,212515361;B;B;19;3293;16;628,0;3;7;B;227334,14947813065
9675;11221;121;3,0;69,3644462832945;43,777690509561616;7,0;11;12,0;1976;0,212515361;B;B;19;3293;16;628,0;3;7;B;381301,23457344726
6449;2555;121;1,0;41,339323770725436;21,061138085221714;8,0;8;14,0;1990;0,212515361;B;B;19;3293;16;628,0;3;7;B;242891,42852112078
922;15390;121;2,0;59,691137881572864;35,753576539456866;7,0;5;5,0;1961;0,212515361;B;B;19;3293;16;628,0;3;7;B;252902,03628956046
4626;8830;121;2,0;45,25095327999151;23,17174651341234;6,0;10;14,0;1977;0,212515361;B;B;19;3293;16;628,0;3;7;B;89659,18778512819
8377;12425;121;1,0;33,00756639879005;16,212633359237866;7,0;2;12,0;1974;0,212515361;B;B;19;3293;16;628,0;3;7;B;187037,5761381528
2917;5672;104;3,0;62,086353255394386;44,12622417623661;5,0;9;9,0;1970;0,212515361;B;B;19;3293;16;628,0;3;7;B;255033,73085011725
3474;14058;121;1,0;41,49965609446907;19,457465163388022;10,0;2;22,0;2000;0,212515361;B;B;19;3293;16;628,0;3;7;B;212130,0066829779
3721;7366;54;2,0;78,81063145601273;54,64574106551241;0,0;6;0,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;377637,06615521776
6662;14295;0;1,0;46,55629175998217;21,118280109689465;10,0;8;19,0;2012;0,006076152;B;B;30;5285;0;645,0;6;6;B;92018,72196397814
3134;4597;54;2,0;38,137956067939314;22,709428962526587;7,0;8;9,0;1967;0,006076152;B;B;30;5285;0;645,0;6;6;B;224757,9913985407
8584;14679;81;1,0;32,276662880596035;19,27839429241117;1970,0;6;1,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;105539,55627469881
6703;4182;84;2,0;41,76828625887796;31,435508045791053;5,0;4;5,0;1968;0,006076152;B;B;30;5285;0;645,0;6;6;B;182195,52771938607
3742;7956;84;1,0;40,477621769547376;23,041588664865195;8,0;7;12,0;1983;0,006076152;B;B;30;5285;0;645,0;6;6;B;209770,9719543363
3564;5345;84;2,0;46,97946571885832;29,97273980430518;5,0;6;5,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;191208,10004937148
5081;11098;21;2,0;44,69226161495169;28,34016826795331;5,0;3;5,0;1962;0,006076152;B;B;30;5285;0;645,0;6;6;B;175058,64514835118
5691;16280;84;1,0;34,86686112658895;19,610037521603747;5,0;5;6,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;192094,5371329104
5530;418;54;2,0;42,98751922630019;24,17996786694696;7,0;13;12,0;1969;0,006076152;B;B;30;5285;0;645,0;6;6;B;184661,97510098547
8895;1253;84;2,0;45,076503992692;28,258103612656647;5,0;4;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;213784,43220849888
5379;427;84;2,0;57,93775420368641;31,704565389261628;8,0;6;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;245743,40814759798
6394;12331;84;2,0;40,76376574602686;25,805182883396323;6,0;9;9,0;1975;0,006076152;B;B;30;5285;0;645,0;6;6;B;89917,92305127373
5640;10718;84;1,0;44,07883668774883;18,397513621800393;10,0;3;12,0;1985;0,006076152;B;B;30;5285;0;645,0;6;6;B;91785,48845797926
1956;15157;54;1,0;106,23962162764415;83,29616734097495;17,0;26;37,0;2009;0,006076152;B;B;30;5285;0;645,0;6;6;B;274139,06587537576
3522;13770;54;3,0;62,17540336583106;39,3635781512896;6,0;9;9,0;1976;0,006076152;B;B;30;5285;0;645,0;6;6;B;243986,35396866399
3007;6650;84;3,0;54,949661635473404;41,870105593506906;6,0;2;5,0;1962;0,006076152;B;B;30;5285;0;645,0;6;6;B;235946,89184785052
3095;13017;54;3,0;68,17371181080271;48,99598208977952;8,0;1;4,0;1950;0,006076152;B;B;30;5285;0;645,0;6;6;B;160694,58454774346
7679;7223;84;1,0;31,754323165254878;21,101441313697066;5,0;3;5,0;1961;0,006076152;B;B;30;5285;0;645,0;6;6;B;153435,74909672458
6491;12011;54;2,0;38,94102600855078;27,694027301127445;6,0;4;9,0;1970;0,006076152;B;B;30;5285;0;645,0;6;6;B;84733,33565611487
3334;283;81;2,0;56,98483272554534;36,3772987348747;7,0;2;5,0;1963;0,006076152;B;B;30;5285;0;645,0;6;6;B;240738,13367246976
9484;10374;54;2,0;78,06111574650026;82,17147926439236;1,0;10;1,0;2017;0,006076152;B;B;30;5285;0;645,0;6;6;B;426958,07941516273
5089;886;84;2,0;57,45260733472517;33,25791463540569;7,0;3;5,0;1957;0,006076152;B;B;30;5285;0;645,0;6;6;B;274453,1752572162
5452;11625;84;1,0;102,64023377444536;78,7464431685647;19,0;26;36,0;2012;0,006076152;B;B;30;5285;0;645,0;6;6;B;342223,0337810961
264;15853;54;3,0;58,703833742565905;41,70019368217425;5,0;3;5,0;1967;0,006076152;B;B;30;5285;0;645,0;6;6;B;246473,4388291688
5746;7553;21;3,0;67,69918079416864;46,84114233085933;8,0;15;16,0;1987;0,006076152;B;B;30;5285;0;645,0;6;6;B;317565,80553303263
3952;7450;54;1,0;39,45832195247977;21,87746370225521;9,0;4;12,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;185149,25164966207
3596;12921;54;2,0;45,84733372408826;28,31286456340859;5,0;13;14,0;1974;0,006076152;B;B;30;5285;0;645,0;6;6;B;197875,30036769927
5044;3448;84;2,0;49,941354931950684;30,302046666822577;6,0;3;5,0;1964;0,006076152;B;B;30;5285;0;645,0;6;6;B;178225,16885551697
782;13043;84;1,0;39,62377956415092;20,557162973375746;9,0;12;12,0;1970;0,006076152;B;B;30;5285;0;645,0;6;6;B;160821,05077357093
8679;13110;84;2,0;50,426841469492935;31,818618868240176;5,0;5;5,0;1961;0,006076152;B;B;30;5285;0;645,0;6;6;B;176486,7156110922
3662;1102;54;3,0;101,27984282503185;52,18869767738892;20,0;20;37,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;124844,93286480707
1425;9437;84;2,0;46,59057746659895;32,229472913714034;6,0;4;5,0;1964;0,006076152;B;B;30;5285;0;645,0;6;6;B;179561,78029487486
8969;274;0;2,0;65,83276357204849;54,64574106551241;1,0;10;17,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;158558,11756185346
6342;8906;84;1,0;35,99243055770044;23,67764244408291;4,0;6;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;158302,14113744412
3648;955;54;2,0;38,77772808511403;20,977468649852746;6,0;8;9,0;1970;0,006076152;B;B;30;5285;0;645,0;6;6;B;186442,50020872915
6463;5987;54;2,0;44,12702159418701;30,983110205571183;5,0;6;9,0;1966;0,006076152;B;B;30;5285;0;645,0;6;6;B;234208,25248019656
6609;13491;0;1,0;38,17827735647398;0,37061941947669375;0,0;19;17,0;2016;0,006076152;B;B;30;5285;0;645,0;6;6;B;105134,28699422268
9174;1601;84;4,0;92,61497275304876;68,50345392530684;9,0;2;5,0;1955;0,006076152;B;B;30;5285;0;645,0;6;6;B;422341,99477372103
3622;15698;84;2,0;44,522294443879375;35,707511252285954;6,0;1;5,0;1963;0,006076152;B;B;30;5285;0;645,0;6;6;B;186911,54402845388
9701;9022;0;2,0;60,789975200305044;54,64574106551241;1,0;4;17,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;162985,11657168585
8436;13761;0;1,0;46,55099955842744;21,847747791566142;10,0;11;17,0;2013;0,006076152;B;B;30;5285;0;645,0;6;6;B;125584,95838677615
9542;5193;0;2,0;80,70234133523368;45,3328585462301;11,0;5;21,0;2013;0,006076152;B;B;30;5285;0;645,0;6;6;B;184164,43548353887
3368;6674;54;1,0;168,08634684348272;125,48656268164731;30,0;18;28,0;2011;0,006076152;B;B;30;5285;0;645,0;6;6;B;367353,57456626155
1009;8960;54;2,0;80,70980366490359;80,76290901030406;1,0;7;1,0;2017;0,006076152;B;B;30;5285;0;645,0;6;6;B;448123,2947562858
3376;11008;0;1,0;46,934107866892994;18,866829377660306;10,0;16;17,0;2010;0,006076152;B;B;30;5285;0;645,0;6;6;B;85770,44200126965
3072;1388;54;2,0;74,74730323868683;1,4111011254635215;1,0;7;22,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;431137,95163426455
792;7575;84;2,0;48,20787807544281;32,2068167045635;5,0;5;5,0;1964;0,006076152;B;B;30;5285;0;645,0;6;6;B;182680,31013397954
745;9982;0;3,0;89,63658260945087;49,96588726876346;10,0;1;17,0;2009;0,006076152;B;B;30;5285;0;645,0;6;6;B;184968,357820831
6067;12844;54;4,0;94,3871504466901;67,58122227335649;8,0;3;5,0;1953;0,006076152;B;B;30;5285;0;645,0;6;6;B;431521,2903219077
4994;2354;0;1,0;41,29530752762679;19,29787405385668;10,0;7;19,0;2013;0,006076152;B;B;30;5285;0;645,0;6;6;B;106150,11620116828
4059;11175;0;3,0;92,29872312754831;51,61793966124361;13,0;5;19,0;2012;0,006076152;B;B;30;5285;0;645,0;6;6;B;285934,20111775154
7128;10568;54;2,0;75,01284454551632;75,66430002768145;1,0;4;1,0;2016;0,006076152;B;B;30;5285;0;645,0;6;6;B;400617,138147868
1619;15694;54;2,0;75,5499349985471;77,18844745256928;1,0;5;1,0;2015;0,006076152;B;B;30;5285;0;645,0;6;6;B;397618,124120735
4414;8955;54;2,0;77,45624243909138;52,737233219174826;18,0;12;28,0;2010;0,006076152;B;B;30;5285;0;645,0;6;6;B;231963,86923158352
4105;10288;54;2,0;46,22902557022058;27,775325662903185;5,0;4;5,0;1965;0,006076152;B;B;30;5285;0;645,0;6;6;B;205807,86841880146
9977;10650;54;2,0;38,599779395602994;22,74024403032302;6,0;2;12,0;1970;0,006076152;B;B;30;5285;0;645,0;6;6;B;174497,10178105618
8462;3093;84;3,0;74,61642749027774;53,89175758276589;7,0;5;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;340359,2049312041
4514;4680;54;3,0;107,5584190480064;4,110708389409063;1,0;13;1,0;2016;0,006076152;B;B;30;5285;0;645,0;6;6;B;577122,8417268707
7916;5544;0;1,0;52,653622654901234;36,759569901120145;1,0;5;15,0;2016;0,006076152;B;B;30;5285;0;645,0;6;6;B;188810,50854919702
9213;10466;84;3,0;76,69868199047949;55,47752598369939;8,0;6;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;316951,4114809438
903;13925;54;3,0;60,22988454347867;42,815291243244666;5,0;2;5,0;1967;0,006076152;B;B;30;5285;0;645,0;6;6;B;221656,33473599024
1537;3206;54;3,0;125,11783772679036;52,26192246645988;1,0;4;1,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;625820,0411778279
5743;98;54;3,0;120,89073090976008;120,96832449490694;1,0;7;1,0;2015;0,006076152;B;B;30;5285;0;645,0;6;6;B;621002,9126791923
4592;10526;84;2,0;37,172584444269575;23,82625717230917;7,0;3;9,0;1964;0,006076152;B;B;30;5285;0;645,0;6;6;B;170189,43225827275
4500;14871;84;2,0;46,13999479240712;30,752397543198363;6,0;2;5,0;1962;0,006076152;B;B;30;5285;0;645,0;6;6;B;201222,82464480613
9921;11426;0;2,0;56,72437689656864;32,60223545838386;8,0;9;12,0;1982;0,006076152;B;B;30;5285;0;645,0;6;6;B;164687,82495689546
2403;15075;54;2,0;81,22043421970605;3,2891146737718118;1,0;12;1,0;2016;0,006076152;B;B;30;5285;0;645,0;6;6;B;437452,97146698966
4612;16542;84;1,0;34,94990255389836;19,69905624841817;5,0;5;5,0;1961;0,006076152;B;B;30;5285;0;645,0;6;6;B;157290,1916921251
4304;12523;54;2,0;78,53762560023047;76,02199402130334;1,0;2;1,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;351111,99430513685
4597;12520;54;1,0;57,06708281007854;54,54294979493705;1,0;9;10,0;2015;0,006076152;B;B;30;5285;0;645,0;6;6;B;317505,9792502333
23;6641;54;3,0;118,90761184257369;52,26192246645988;0,0;2;0,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;571069,0526003882
568;15542;84;2,0;65,18544795853667;39,04696189553185;6,0;4;5,0;1958;0,006076152;B;B;30;5285;0;645,0;6;6;B;272357,5100624823
8752;14798;0;3,0;69,46284929292193;47,85532008337404;7,0;2;9,0;1973;0,006076152;B;B;30;5285;0;645,0;6;6;B;182373,32483135405
7098;15441;84;4,0;98,69130308930286;72,82135242906796;8,0;3;5,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;417583,5374685467
2193;14743;84;1,0;43,127356618911925;24,49964112775412;8,0;12;14,0;1989;0,006076152;B;B;30;5285;0;645,0;6;6;B;210079,66895202376
4374;15643;0;2,0;77,33103776068043;39,500077344564154;11,0;8;12,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;237878,3267008834
195;4645;54;2,0;76,31285054725404;54,64574106551241;0,0;14;0,0;1977;0,006076152;B;B;30;5285;0;645,0;6;6;B;466730,8053327907
9721;396;54;3,0;110,11909954724285;110,33376310675293;1,0;8;1,0;2015;0,006076152;B;B;30;5285;0;645,0;6;6;B;491296,2451733697
8375;498;54;1,0;33,177617647496504;19,8699755008758;7,0;5;8,0;1960;0,006076152;B;B;30;5285;0;645,0;6;6;B;165008,5771281345
312;7383;84;2,0;38,012225192592474;27,777618781166588;5,0;3;9,0;1965;0,006076152;B;B;30;5285;0;645,0;6;6;B;219003,7356519832
7747;8974;54;2,0;90,14410635628307;91,79652219118437;1,0;10;9,0;2017;0,006076152;B;B;30;5285;0;645,0;6;6;B;502813,7726648614
8364;11243;0;1,0;46,574439257839316;21,552668227516016;10,0;11;19,0;2011;0,006076152;B;B;30;5285;0;645,0;6;6;B;102434,33355610823
1455;12507;54;2,0;79,81053487161843;79,5789614515962;78,0;10;15,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;438708,7075787519
7252;12180;81;2,0;39,53517703452707;23,665349999887038;7,0;9;12,0;1968;0,006076152;B;B;30;5285;0;645,0;6;6;B;198695,51454040073
2893;15399;84;1,0;37,51277228632426;22,64636575686315;10,0;8;12,0;1967;0,006076152;B;B;30;5285;0;645,0;6;6;B;188402,9174176365
3547;14398;54;3,0;113,32981892080385;5,949812000863856;1,0;10;1,0;2014;0,006076152;B;B;30;5285;0;645,0;6;6;B;585031,2671808637
9680;1026;84;2,0;46,21101971090553;30,60274581615089;5,0;7;5,0;1965;0,006076152;B;B;30;5285;0;645,0;6;6;B;216719,71562316245
9785;16508;81;1,0;49,75437029126654;17,700077398797898;10,0;18;17,0;2009;0,006076152;B;B;30;5285;0;645,0;6;6;B;173432,02595300472
2037;15130;84;2,0;47,646806728339264;29,69468811168896;5,0;6;5,0;1963;0,006076152;B;B;30;5285;0;645,0;6;6;B;178860,59150720245
1448;761;84;3,0;61,83520734983115;42,12372360153435;5,0;3;9,0;1974;0,006076152;B;B;30;5285;0;645,0;6;6;B;225009,78409158933
3261;6084;81;1,0;47,399294227484475;21,585999509991712;10,0;7;17,0;2011;0,006076152;B;B;30;5285;0;645,0;6;6;B;169603,42688723368
892;9500;84;2,0;37,60785252159457;28,432322512613105;5,0;3;8,0;1961;0,006076152;B;B;30;5285;0;645,0;6;6;B;177542,67599762868
8117;3750;84;3,0;70,31956302386624;47,14436789524447;8,0;4;5,0;1955;0,006076152;B;B;30;5285;0;645,0;6;6;B;303229,29080628685
5975;3257;0;2,0;71,25992204255373;40,8241898564032;11,0;1;19,0;2013;0,006076152;B;B;30;5285;0;645,0;6;6;B;169460,75266136206
2444;6438;0;1,0;52,79225643983533;51,156268779225606;10,0;9;17,0;2017;0,006076152;B;B;30;5285;0;645,0;6;6;B;155726,7554401308
1602;7518;84;1,0;38,61606434110731;19,566614793988343;10,0;10;16,0;1985;0,006076152;B;B;30;5285;0;645,0;6;6;B;204205,65487360288
6063;4763;84;1,0;36,22046082673569;17,30193926493358;6,0;1;5,0;1963;0,006076152;B;B;30;5285;0;645,0;6;6;B;148682,16924214788
3544;579;84;2,0;45,301564220962646;28,938436959408907;5,0;3;5,0;1961;0,006076152;B;B;30;5285;0;645,0;6;6;B;63136,859878524076
7915;12824;63;1,0;48,89849617739164;47,48943723892654;1,0;22;21,0;2017;0,23861713;B;B;26;3889;6;705,0;3;6;B;283099,04967678327
4081;8678;140;2,0;41,64037460130884;26,91561531913269;5,0;5;5,0;1964;0,23861713;B;B;26;3889;6;705,0;3;6;B;217577,8386043985
4078;7984;102;2,0;41,40480086703446;23,616493058411088;7,0;10;9,0;1969;0,23861713;B;B;26;3889;6;705,0;3;6;B;212694,39455754726
761;12656;63;2,0;48,41988890729608;43,40676761523221;1,0;5;5,0;1966;0,23861713;B;B;26;3889;6;705,0;3;6;B;248771,33123322495
7153;10776;63;1,0;40,711074951673325;42,24685947926722;8,0;10;17,0;1992;0,23861713;B;B;26;3889;6;705,0;3;6;B;261337,76868824929
3971;6655;140;2,0;54,97631816230525;33,34999082408375;8,0;6;12,0;1999;0,23861713;B;B;26;3889;6;705,0;3;6;B;313090,90812910517
5210;8592;63;3,0;76,15785847843533;44,383693609413406;9,0;17;22,0;1986;0,23861713;B;B;26;3889;6;705,0;3;6;B;423176,9148783047
8581;9584;63;1,0;39,38055070922848;22,81418612192075;8,0;17;16,0;1985;0,23861713;B;B;26;3889;6;705,0;3;6;B;183561,0757836568
1918;13603;63;1,0;127,65123727019704;2,6097116014589035;1,0;8;17,0;2016;0,23861713;B;B;26;3889;6;705,0;3;6;B;594565,2997696798
5796;12283;140;1,0;28,64368370695713;17,637683248218806;6,0;9;9,0;1974;0,23861713;B;B;26;3889;6;705,0;3;6;B;155533,37500550158
8443;2100;63;1,0;31,191138535479695;19,361072492652518;6,0;3;5,0;1967;0,23861713;B;B;26;3889;6;705,0;3;6;B;169489,51141864748
6989;14980;63;2,0;59,96090470254904;29,02668516306575;9,0;10;16,0;2002;0,23861713;B;B;26;3889;6;705,0;3;6;B;343928,4994927118
1389;8425;63;1,0;37,534124702574225;20,068357981653573;8,0;13;16,0;1982;0,23861713;B;B;26;3889;6;705,0;3;6;B;178800,27505139567
4139;4808;63;2,0;60,66933553146833;32,735027216595824;10,0;13;22,0;1987;0,23861713;B;B;26;3889;6;705,0;3;6;B;339627,0901971701
9067;9633;63;1,0;40,02525511656108;23,37812468667985;8,0;16;17,0;2000;0,23861713;B;B;26;3889;6;705,0;3;6;B;205859,63079054488
4137;16324;63;1,0;40,148758515101704;23,42734524607088;8,0;18;17,0;2000;0,23861713;B;B;26;3889;6;705,0;3;6;B;205635,0097428321
4690;2307;102;1,0;409,42518142564927;410,63974936278714;10,0;4;4,0;2016;0,23861713;B;B;26;3889;6;705,0;3;6;B;90470,43083023836
4984;6021;63;1,0;41,544635217398024;19,928798740551933;8,0;8;17,0;1991;0,23861713;B;B;26;3889;6;705,0;3;6;B;271601,0262924377
3342;15494;63;1,0;51,94763755707947;50,902853412780246;10,0;10;25,0;2018;0,23861713;B;B;26;3889;6;705,0;3;6;B;263892,4891331806
3390;14175;14;1,0;42,029174603362975;44,68216741421823;10,0;4;4,0;2018;0,23861713;B;B;26;3889;6;705,0;3;6;B;87556,38561728482
3339;7573;140;1,0;40,68655858692282;22,37675644318597;8,0;7;9,0;1977;0,23861713;B;B;26;3889;6;705,0;3;6;B;209191,1286235436
3032;12963;63;2,0;46,32340690649398;32,92698391238742;5,0;5;5,0;1963;0,23861713;B;B;26;3889;6;705,0;3;6;B;239024,8971682637
3853;6173;63;1,0;48,521465459042126;51,00836207812994;1,0;22;25,0;2015;0,23861713;B;B;26;3889;6;705,0;3;6;B;296128,6080422766
7265;11893;63;1,0;39,83398483536067;19,541477520397702;8,0;4;17,0;1999;0,23861713;B;B;26;3889;6;705,0;3;6;B;191582,88069150294
1760;8364;63;1,0;41,27553778947208;23,06457716025959;8,0;4;12,0;1983;0,23861713;B;B;26;3889;6;705,0;3;6;B;181842,46125624425
3830;7804;63;4,0;95,08747529892912;72,75896602032117;10,0;7;5,0;1957;0,23861713;B;B;26;3889;6;705,0;3;6;B;535019,8061269942
