DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Price
6,1,39.362294067817075,9,14,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,125623.42892374445
23,1,36.232302882965065,1,4,15,0.005767451,1,388,0,0,0,0,1,0,1,0,1,65410.07476873669
9,2,42.671156196193024,6,9,16,0.31019913,11,2748,1,0,0,0,1,0,1,0,1,152757.84050185673
23,1,37.456863060983494,1,7,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,122418.00047633116
26,2,83.04435656464966,13,7,30,0.0,36,6714,2,0,2,0,1,0,1,0,1,429548.19454189274
27,1,47.07505221758029,1,15,15,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,139239.46114882556
30,1,44.8764749660973,1,16,25,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,150815.0605867834
25,2,66.09521646596184,0,13,0,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,273718.32331546914
108,2,59.562593958494396,8,5,9,0.0,25,5027,4,1,1,0,1,0,1,0,1,386773.83686416346
166,2,41.62674001191515,5,2,8,0.174739084,17,3379,9,0,3,0,1,0,1,0,1,247070.1156697232
49,1,40.717643799440324,6,5,9,0.020741326,24,5613,5,2,5,0,1,0,1,0,1,172357.5987264799
1,2,66.29020793579359,1,8,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,205482.58856507766
96,3,74.9644728461162,10,13,17,0.041116354,53,14892,4,1,4,0,1,0,1,0,1,302606.9208323544
34,1,43.50745296289876,1,19,20,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,233256.9296013834
6,1,43.13792709255714,0,15,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,126243.37125837702
99,1,35.391607694004314,6,5,9,0.033493708,66,10573,1,3,8,0,1,0,1,0,1,69863.26253337257
74,2,86.96944086214089,1,2,1,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,246405.1673694329
89,1,37.458386249995534,6,10,17,0.1363303,30,6141,10,3,6,0,1,0,1,0,1,283867.4555743596
45,2,62.45284743296249,1,14,1,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,303051.3985445322
126,1,36.746062674797415,6,3,12,0.333891544,30,6564,1,0,0,0,1,0,1,0,1,159300.19599285632
53,2,54.66089399831665,8,11,12,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,247980.27523432559
6,2,60.25825773545176,1,5,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,169079.88108863262
1,1,42.64886526964443,0,8,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,159350.91718986188
21,2,48.81219465072488,5,5,5,0.034331497,25,5487,3,0,4,0,1,0,1,0,1,181530.4590305597
62,2,73.73045507009333,1,9,20,0.072157581,2,629,1,0,0,0,1,0,1,1,0,185861.9447496841
180,1,34.80964607772481,7,4,12,0.037316452,32,6748,93,4,10,0,1,0,1,0,1,224091.19169004212
27,3,80.9522043535773,12,3,17,0.017647053,2,469,0,0,0,0,1,0,1,0,1,202664.318241463
45,1,42.311769565308666,1,17,1,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,217849.4678345459
165,1,51.53933121173673,8,4,5,0.020741326,24,5613,5,2,5,0,1,0,1,0,1,224358.3680592056
120,2,40.353051621660136,6,13,12,0.0006991189999999999,14,3369,24,0,3,0,1,0,1,0,1,212825.42452652575
21,2,43.335586237511386,6,2,5,0.034331497,25,5487,3,0,4,0,1,0,1,0,1,162592.6528682412
56,3,190.857688656532,19,7,3,0.0,23,5067,4,2,6,0,1,0,1,0,1,338644.0759794509
29,1,42.39798729822637,10,13,22,0.069660344,31,6119,4,1,2,0,1,0,1,0,1,101178.92605623248
72,2,44.666724979199884,6,3,9,0.210473241,11,2398,2,3,0,0,1,0,1,0,1,202894.3493019678
1,2,64.84413463920099,0,6,0,0.007122317,1,264,0,0,1,0,1,0,1,0,1,200563.314127442
47,2,55.41077782012725,8,6,12,0.101872465,23,4583,3,3,3,0,1,0,1,0,1,245148.1285904052
58,1,55.31772172699939,1,9,9,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,117125.29179516071
135,2,38.62215475035021,6,8,9,0.007658515,35,7077,56,3,19,0,1,0,1,0,1,220953.5340218021
26,1,33.487388127932036,6,7,9,0.0,36,6714,2,0,2,0,1,0,1,0,1,169809.79948078876
88,1,31.01259964142952,6,10,12,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,166003.88555577202
112,1,20.213127721198227,3,5,9,0.069660344,31,6119,4,1,2,0,1,0,1,0,1,113050.22991409188
23,1,39.067842627146156,1,16,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,125097.29725477213
167,2,56.71277142064889,7,6,5,0.050272014,21,4231,14,0,3,0,1,0,1,0,1,299177.50263524376
23,2,91.16797682001445,14,9,25,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,137118.79872145294
120,3,98.1146814766507,12,15,17,0.0006991189999999999,14,3369,24,0,3,0,1,0,1,0,1,296586.1456525213
44,1,34.06077405293112,5,3,9,0.122190486,25,4724,2,1,3,0,1,0,1,0,1,163193.80509840418
1,1,53.25861022063353,0,6,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,161799.2406230853
129,3,79.33018398575908,7,8,15,0.020741326,24,5613,5,2,5,0,1,0,1,0,1,437913.1875225728
30,1,42.457168900914304,1,10,25,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,155348.83361880167
62,1,46.72204151915695,1,11,12,0.072157581,2,629,1,0,0,0,1,0,1,1,0,133721.12171464573
66,1,40.77438925677989,8,9,14,0.111627393,50,12238,8,2,3,0,1,0,1,0,1,205603.24910914077
85,1,42.19894558704247,10,16,22,0.037177818,52,11217,1,1,7,0,1,0,1,0,1,87182.52338492699
84,3,70.31956302386624,8,4,5,0.006076152,30,5285,0,6,6,0,1,0,1,0,1,303229.29080628685
12,2,63.682785127192574,10,10,17,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,262298.0296557597
1,2,57.09263849172683,9,17,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,175679.97654639735
27,1,38.07011837180454,7,13,12,0.041116354,53,14892,4,1,4,0,1,0,1,0,1,160723.27332496847
61,2,56.05357997403455,8,8,12,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,248648.72995966324
32,1,30.161814224018222,5,1,5,0.135649789,46,7960,6,3,11,0,1,0,1,0,1,159558.36616943075
23,3,79.50357010215906,12,9,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,159451.7120056333
31,2,57.95597269122314,9,17,17,0.151346216,32,5889,10,4,1,0,1,1,0,0,1,339414.5500190396
27,3,46.500341474845406,1,9,25,0.072157581,2,629,1,0,0,0,1,0,1,1,0,140929.992373152
90,3,61.93110672847345,5,4,5,0.265088676,37,5288,0,3,2,0,1,0,1,0,1,220194.81842955528
29,3,74.9605637103592,8,13,14,0.086885265,10,2277,2,0,0,0,1,0,1,0,1,400237.542792344
3,1,34.27771252635243,6,13,12,0.050900058,43,10621,1,2,3,0,1,0,1,0,1,148583.3735917068
62,3,127.41755986510695,0,9,0,0.072157581,2,629,1,0,0,0,1,0,1,1,0,282877.332153802
48,2,56.801827752494795,9,3,12,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,233496.0857906255
29,1,35.0421790959032,6,5,5,0.040242764,25,3478,11,3,1,0,1,0,1,0,1,162635.0971419442
89,3,79.3871311994128,10,9,17,0.1363303,30,6141,10,3,6,0,1,0,1,0,1,423357.5707034968
58,2,86.40900461062252,0,7,0,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,165105.40231120028
103,1,38.254865632964275,9,3,12,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,181528.23949753682
14,1,32.450294493100536,6,2,5,0.042031587,37,6856,84,2,5,0,1,0,1,0,1,180322.96996153798
111,1,39.081341429431056,7,4,16,0.093442564,23,4635,5,2,4,0,1,0,1,0,1,213835.76005013593
5,1,34.46311354639066,5,3,5,0.150817539,16,3433,4,4,5,0,1,0,1,0,1,158433.1687747096
8,1,31.420669119281303,5,5,5,0.458174486,26,4439,1,1,5,0,1,1,0,0,1,139027.30218081598
23,1,42.2961713782702,1,23,25,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,140346.56789324776
124,2,58.34432996631392,8,5,7,0.122090347,29,6566,7,4,0,0,1,0,1,0,1,291851.4435075565
79,3,59.04454978874174,5,2,5,0.307466659,30,5048,9,2,5,0,1,1,0,0,1,296674.6546027367
34,2,58.0995659759784,1,22,1,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,283312.67099065625
24,2,53.60728738032417,8,6,12,0.111627393,50,12238,8,2,3,0,1,0,1,0,1,281895.58006865444
0,1,36.76515974558208,5,10,9,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,155874.8829939486
55,1,38.683763409154885,10,11,12,0.041365446,31,5569,0,1,4,0,1,0,1,0,1,155077.66708170346
45,2,66.24383283139426,0,16,0,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,371285.58116073493
99,1,37.58543429408328,9,12,16,0.033493708,66,10573,1,3,8,0,1,0,1,0,1,170770.17464740036
156,3,73.7798044115473,10,12,17,0.007658515,35,7077,56,3,19,0,1,0,1,0,1,485380.1495008799
143,2,53.0697058876927,10,7,16,0.049863387,18,3746,9,3,1,0,1,0,1,0,1,372616.4560178341
27,1,41.26748723667849,0,4,10,0.011654127,4,915,0,0,0,0,1,0,1,0,1,110177.00649006404
33,3,80.12269103313658,7,7,8,0.051942062,17,4017,7,2,0,0,1,0,1,0,1,386269.72940769186
28,3,90.07185728757376,11,25,23,0.333891544,30,6564,1,0,0,0,1,0,1,0,1,176513.8429163469
123,2,47.234445912524215,6,2,12,0.0,47,11319,0,3,5,0,1,0,1,0,1,153924.16235180062
63,2,46.73730238942938,5,3,5,0.23861713,26,3889,6,3,6,0,1,0,1,0,1,216429.3211435749
27,1,42.88271548966973,10,22,22,0.041116354,53,14892,4,1,4,0,1,0,1,0,1,168583.50053262233
0,3,76.58503527580281,8,4,8,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,339228.82376365724
6,1,53.39269991707995,1,7,1,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,129606.28290529865
1,3,80.92114420654245,10,9,17,0.025609157,33,5261,0,3,1,0,1,0,1,0,1,294343.76590182947
62,1,43.26089079226839,0,6,0,0.072157581,2,629,1,0,0,0,1,0,1,1,0,124618.89335588909
12,2,55.902976958950326,8,2,14,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,216409.0610452449
9,1,42.754835514263135,1,15,1,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,139025.78503488025
9,1,42.24501043678736,8,9,17,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,159671.4704382679
120,3,93.66168792145504,0,9,0,0.341071945,27,5664,48,3,11,0,1,0,1,0,1,595472.7902119738
6,2,61.14390846282051,1,6,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,174696.4003655779
27,1,48.291007775560104,12,19,17,0.017647053,2,469,0,0,0,0,1,0,1,0,1,149286.39520956064
79,1,56.63186379572217,12,20,25,0.307466659,30,5048,9,2,5,0,1,1,0,0,1,270612.14853872906
48,2,47.505382196335106,2,10,12,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,211149.76654895092
62,2,66.63624287143347,10,12,15,0.072157581,2,629,1,0,0,0,1,0,1,1,0,165627.14080558886
67,2,42.162289999896906,5,10,9,0.100455735,43,7227,0,1,6,0,1,0,1,1,0,196773.31702770898
111,2,48.23056839574729,5,3,5,0.0,36,6714,2,0,2,0,1,0,1,0,1,194385.69637663814
34,3,75.41479301281984,10,16,17,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,118364.91331804467
8,1,36.02210167494589,9,5,14,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,175501.75109333955
1,2,55.09867845847064,1,6,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,160688.71234787873
99,1,39.60505244177981,8,12,12,0.012338886,35,5776,1,2,4,0,1,0,1,0,1,142831.17655587776
41,4,69.03912178061488,6,10,9,0.036122292,24,4378,0,1,1,0,1,0,1,0,1,272097.7715649204
31,3,78.47198680838288,8,6,5,0.151346216,32,5889,10,4,1,0,1,1,0,0,1,419692.97803382436
27,1,40.16439248403695,10,16,17,0.011654127,4,915,0,0,0,0,1,0,1,0,1,121544.40518426795
27,2,52.34565784405772,1,6,5,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,125913.04527089905
55,3,86.38361344847071,8,7,6,0.041365446,31,5569,0,1,4,0,1,0,1,0,1,311644.49226849154
23,1,44.669037850982335,1,5,17,0.014072961,2,475,0,0,0,0,1,0,1,0,1,80356.31884143525
52,2,65.38847515800288,1,13,17,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,180706.6412043043
44,2,63.86192943137122,12,14,14,0.232205084,24,4860,1,0,3,0,1,0,1,0,1,358884.62591368647
3,2,44.85978874432604,6,3,5,0.050900058,43,10621,1,2,3,0,1,0,1,0,1,151353.30070655813
13,2,55.83274983727722,9,19,17,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,241068.9030449296
1,3,83.86474445028443,1,17,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,199819.7261958926
23,2,60.42465436312048,10,20,21,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,169492.86767709127
44,2,44.49223254806282,5,4,5,0.036122292,24,4378,0,1,1,0,1,0,1,0,1,190200.8060329426
69,1,38.00835984429578,8,12,17,0.000991363,33,6783,3,1,9,0,1,0,1,0,1,200664.3686604464
30,1,42.048448135803696,1,19,17,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,124406.89982559068
48,1,41.72962277398185,8,2,16,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,187248.71259286464
1,2,66.24165540438155,1,22,24,0.007122317,1,264,0,0,1,0,1,0,1,0,1,213179.92234150632
12,1,40.6082478941952,8,5,17,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,160082.4750015117
45,2,66.68051893819298,1,10,1,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,317690.7437544009
47,1,37.109879612164455,9,17,16,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1,185059.57031071367
23,1,37.47898117109783,1,4,3,0.005767451,1,388,0,0,0,0,1,0,1,0,1,70234.01940136062
23,1,41.93838908662363,1,2,1,0.014072961,2,475,0,0,0,0,1,0,1,0,1,85994.29706314416
27,3,78.76793036635894,10,7,12,0.011654127,4,915,0,0,0,0,1,0,1,0,1,176042.28535431105
100,4,104.76902158523696,8,4,8,0.200146802,23,3975,8,2,0,0,1,0,1,0,1,600903.8285622502
28,2,61.69336970642127,8,4,5,0.118537385,30,6207,1,1,0,0,1,0,1,0,1,245064.47200759852
119,1,32.76936134062089,5,3,5,0.000995363,42,7651,1,1,5,0,1,0,1,0,1,140942.6095097776
128,1,45.75555194945782,8,13,14,0.0,27,4798,0,2,8,0,1,0,1,0,1,172840.67528796685
44,2,58.607882562094666,9,4,16,0.122190486,25,4724,2,1,3,0,1,0,1,0,1,259183.4737345304
3,2,46.797866511331215,6,5,5,0.050900058,43,10621,1,2,3,0,1,0,1,0,1,161778.43262582144
1,1,46.869541870775954,1,16,24,0.007122317,1,264,0,0,1,0,1,0,1,0,1,156181.03939318506
39,1,35.802254038565955,9,9,12,0.428825818,25,5011,8,0,2,0,1,0,1,0,1,181888.65155540872
92,3,68.14034100496343,8,10,16,0.460556389,20,4386,14,1,5,0,1,0,1,0,1,331709.4978625257
147,3,66.06970037549142,7,4,12,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,368706.5145752222
9,2,66.2692376321695,1,5,1,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,176781.70743685262
119,3,59.70809956043361,6,7,9,0.033493708,66,10573,1,3,8,0,1,0,1,0,1,206106.0437788824
23,1,27.44223847893539,1,4,4,0.034656082000000005,0,168,0,0,0,0,1,0,1,0,1,65547.07184607298
45,1,42.628020202882354,8,6,1,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,212356.92400084023
11,3,60.451104182675714,5,4,9,0.012338886,35,5776,1,2,4,0,1,0,1,0,1,230175.1804938454
10,2,51.65935333026886,8,13,17,0.089039719,33,7976,5,0,11,0,1,0,1,0,1,172525.6581725745
6,2,52.74743831859992,1,9,1,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,147082.6695234436
9,2,52.30065922365455,8,17,22,0.136244425,11,2370,0,0,1,0,1,0,1,0,1,195430.02481567406
38,1,98.41264608389902,1,7,1,0.060753049,15,2787,2,0,7,0,1,0,1,0,1,434949.39279888937
24,4,155.93002308219886,15,6,22,0.111627393,50,12238,8,2,3,0,1,0,1,0,1,559886.9653484939
29,3,85.43897814984159,7,6,5,0.069660344,31,6119,4,1,2,0,1,0,1,0,1,334184.36178299034
1,1,43.08441284195241,1,9,7,0.007122317,1,264,0,0,1,0,1,0,1,0,1,169749.17381476212
45,2,73.48091482544638,1,13,1,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,376697.12158438563
41,2,48.07704110377844,5,5,9,0.175054867,36,10055,3,1,0,0,1,0,1,0,1,198183.07691950462
1,1,38.225002064985205,1,4,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,157265.46423687323
27,1,46.2759245473905,1,10,1,0.072157581,2,629,1,0,0,0,1,0,1,1,0,155830.1348203156
39,1,32.04987464899744,6,3,9,0.428825818,25,5011,8,0,2,0,1,0,1,0,1,152631.0902906402
27,1,41.93898899601498,1,10,1,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,117711.34646860596
101,1,33.377968928544576,8,7,5,0.225824954,41,6558,7,3,2,1,0,0,1,0,1,149725.71044079837
85,1,44.53769907299984,10,20,22,0.037177818,52,11217,1,1,7,0,1,0,1,0,1,243134.59261656698
6,2,68.7081404827087,1,12,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,188805.69329330052
75,1,30.776660780631985,5,2,5,0.122090347,29,6566,7,4,0,0,1,0,1,0,1,160744.78676082252
1,1,38.786470722634505,1,9,8,0.007122317,1,264,0,0,1,0,1,0,1,0,1,155112.35666586488
93,1,40.17245200725871,9,18,16,0.521867054,25,6149,0,0,0,0,1,0,1,0,1,148702.92672084566
27,1,36.50219081491664,1,12,19,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,105418.00990880658
61,3,68.77604959645831,8,3,12,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,240506.02157803968
11,1,38.17311774820221,9,5,12,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1,181452.92105887187
85,4,63.14741387540085,6,6,9,0.037177818,52,11217,1,1,7,0,1,0,1,0,1,250971.66390366468
46,2,42.36272726477026,5,3,5,0.188783766,31,6137,4,0,1,0,1,0,1,0,1,174604.209581904
133,2,65.39927234193178,6,1,11,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,283974.77504653897
88,3,63.41376346956672,5,13,12,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,285341.4632996009
101,3,73.01966869700549,8,12,14,0.038692987000000005,28,6533,1,2,5,0,1,0,1,0,1,341929.00355588354
119,2,46.00150605156443,5,6,5,0.000995363,42,7651,1,1,5,0,1,0,1,0,1,180382.19663356265
107,1,36.233334304372406,8,6,12,0.174739084,17,3379,9,0,3,0,1,0,1,0,1,158841.65708203518
30,1,39.137821439519655,1,16,16,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,89959.59140553525
23,2,65.8329536451764,1,11,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,193398.61374915
1,1,42.49860157680446,1,10,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,159142.18279392418
48,3,60.49673620327934,6,4,9,0.041124634,46,9515,5,1,10,0,1,0,1,0,1,276349.9122838608
13,2,62.854074419497394,10,14,12,0.090799103,74,19083,2,5,15,0,1,0,1,0,1,297804.6818923344
52,2,54.93797179436879,9,3,17,0.371148999,34,7065,1,2,5,0,1,0,1,0,1,191073.27116334872
94,1,32.5103693239714,6,7,9,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,141468.240916559
1,2,62.96990315347615,10,14,14,0.007122317,1,264,0,0,1,0,1,0,1,0,1,92127.0617882676
23,3,70.74063818073601,13,4,0,0.005767451,1,388,0,0,0,0,1,0,1,0,1,101223.4462977502
1,2,65.00927913436703,1,9,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,186403.4841889536
8,2,52.483891447663105,9,9,12,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,201654.7261110164
23,2,55.18307344373756,1,4,3,0.005767451,1,388,0,0,0,0,1,0,1,0,1,73281.2077358412
1,2,64.56103577451593,1,7,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,184117.8788755524
45,2,45.05970166456385,5,5,5,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,201000.80158127128
7,2,38.22057915097579,7,9,9,0.130617806,39,10418,9,1,9,0,1,0,1,0,1,184294.69175538747
15,2,62.85154471133708,11,8,12,0.158249043,21,5731,0,1,0,0,1,0,1,0,1,265502.62989601237
6,2,63.056315053780224,0,15,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,178837.82114691878
8,1,35.953395960424025,6,2,9,0.219006007,28,6746,3,1,4,0,1,0,1,0,1,173298.50335530835
62,3,54.208702190391634,6,5,9,0.037177818,52,11217,1,1,7,0,1,0,1,0,1,247485.46701399988
124,1,35.69675829357638,5,5,5,0.122090347,29,6566,7,4,0,0,1,0,1,0,1,157711.78366993205
1,3,87.20062463308382,0,21,22,0.007122317,1,264,0,0,1,0,1,0,1,0,1,300180.3656688172
119,2,48.65971608732257,9,1,12,0.000995363,42,7651,1,1,5,0,1,0,1,0,1,338987.7298293355
21,2,47.509322473370936,5,5,5,0.194489265,47,8004,3,3,5,0,1,0,1,0,1,178056.2910740565
111,2,44.43247796262003,6,6,9,0.135649789,46,7960,6,3,11,0,1,0,1,0,1,216757.8100802452
36,2,44.057921037950194,5,6,5,0.08761909,8,1497,5,1,0,0,1,0,1,0,1,175600.86376091608
191,3,77.78627940174954,10,14,16,0.127375905,43,8429,3,3,9,0,1,0,1,0,1,312380.3312687945
74,2,73.05924525881089,0,10,0,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,224526.41420063004
7,2,56.32091110538482,11,18,20,0.035145267,42,9292,3,0,3,0,1,0,1,0,1,373850.076346557
32,1,35.23521120908585,7,8,9,0.135649789,46,7960,6,3,11,0,1,0,1,0,1,181833.42577419922
35,2,61.25323627811223,0,7,0,0.089039719,33,7976,5,0,11,0,1,0,1,0,1,263718.55303100776
151,1,38.923354670480684,9,13,12,0.236108458,16,3893,27,3,10,0,1,0,1,0,1,218813.7149792157
6,2,63.184422013103685,1,17,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,190762.98155043615
42,3,78.61932983649368,12,4,12,0.158249043,21,5731,0,1,0,0,1,0,1,0,1,324218.91472729284
34,2,61.52966659416914,10,4,12,0.069753361,53,13670,4,1,11,0,1,0,1,0,1,238778.01104713447
103,1,40.89273372914561,7,3,16,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,136344.73359265068
66,3,75.31552532390492,7,5,5,0.161975568,31,7010,5,3,7,0,1,1,0,0,1,199227.6938712229
7,3,63.60034677874161,0,2,4,0.035145267,42,9292,3,0,3,0,1,0,1,0,1,316834.5311544474
17,3,75.0840182474498,10,11,16,0.093442564,23,4635,5,2,4,0,1,0,1,0,1,393210.94482293545
6,2,54.309230144773935,1,4,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,162124.18945271152
9,1,44.109740494246864,8,12,14,0.161531741,25,5648,1,2,4,0,1,0,1,0,1,143235.98152799992
1,2,54.8578829113951,1,6,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,178762.42099345505
29,1,31.859638434033677,5,10,9,0.069660344,31,6119,4,1,2,0,1,0,1,0,1,177936.02049782313
46,1,39.41841888789636,1,15,1,0.0,47,11319,0,3,5,0,1,0,1,0,1,229770.37652664504
169,1,49.953224740648224,0,9,0,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1,232617.5996853599
193,2,46.034263506641906,5,4,5,0.319809354,25,4756,16,5,8,0,1,0,1,0,1,181025.39712466786
45,1,40.3891016321694,6,4,5,0.014423114,19,3806,4,0,3,0,1,0,1,0,1,165045.94950293403
2,2,64.24786853112967,9,14,16,0.309479124,35,7715,4,0,6,0,1,0,1,0,1,311333.3012621752
6,2,54.8435468727556,9,12,17,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,192023.0780385325
1,2,53.371919268840934,1,8,17,0.007122317,1,264,0,0,1,0,1,0,1,0,1,186016.2148776121
86,2,43.03637245743865,5,1,5,0.161975568,31,7010,5,3,7,0,1,1,0,0,1,184324.1035265157
56,1,40.327011559606646,8,8,23,0.0,23,5067,4,2,6,0,1,0,1,0,1,226136.8226226693
27,3,85.0882305164761,1,9,12,0.072157581,2,629,1,0,0,0,1,0,1,1,0,196647.9651339427
21,5,114.31375247457301,9,6,5,0.034331497,25,5487,3,0,4,0,1,0,1,0,1,499830.93757713045
6,3,75.203313559233,1,13,25,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,211324.91795717189
30,2,81.37520074286809,1,20,19,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,167235.2154562828
122,1,40.803787020496685,8,2,14,0.033493708,66,10573,1,3,8,0,1,0,1,0,1,165828.91962579358
61,3,86.25332791074585,10,16,17,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,87110.51316894534
37,3,80.08027571627315,10,11,17,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1,361430.28559956787
26,2,40.387106382156404,5,10,12,0.0,36,6714,2,0,2,0,1,0,1,0,1,175765.29667114967
30,1,46.205069339875706,1,5,22,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1,169973.78797568427
55,2,54.267396709172594,9,17,17,0.041365446,31,5569,0,1,4,0,1,0,1,0,1,239628.45231126322
58,2,66.35728841460525,0,3,12,0.43788524,23,5735,3,0,5,0,1,0,1,0,1,152850.1336404857
6,2,65.35113292293178,1,8,25,0.243204519,5,1564,0,0,0,0,1,0,1,0,1,184583.74916386086
27,2,57.89089977199124,1,2,12,0.011654127,4,915,0,0,0,0,1,0,1,0,1,136091.7353979978
113,3,60.91353338329482,5,8,9,0.050755569,24,5469,1,0,1,0,1,0,1,0,1,238120.4874980559
64,3,52.91509371482051,6,3,9,0.002211665,39,7614,3,1,5,0,1,0,1,1,0,237073.06225463477
23,1,41.481906058167546,10,12,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,118784.92476098475
61,2,47.749629041566784,6,4,12,0.300322518,52,10311,6,1,9,0,1,0,1,0,1,245818.04275255202
27,2,60.530388584548035,1,6,19,0.211401214,9,1892,0,0,1,0,1,0,1,0,1,123404.88699819002
129,2,59.97575678227316,9,8,8,0.020741326,24,5613,5,2,5,0,1,0,1,0,1,342922.2114684367
8,2,42.52843260436956,4,3,9,0.458174486,26,4439,1,1,5,0,1,1,0,0,1,202996.85132909234
27,3,86.10042872905808,1,7,1,0.017647053,2,469,0,0,0,0,1,0,1,0,1,240645.0134685464
23,2,66.79384078575626,9,19,17,0.075778755,6,1437,3,0,2,0,1,0,1,0,1,167591.80428328633
45,2,51.76719824250682,8,9,12,0.195781053,23,5212,6,3,2,0,1,0,1,0,1,238730.47548946703
53,1,37.84284869441157,8,11,16,0.049637257,34,7759,0,1,3,0,1,0,1,0,1,201105.74593309575
