HouseYear;Rooms;Square;LifeSquare;KitchenSquare
1974;3;64,22642281;47,72993021;5
1974;3;64,62383817;46,09562718;7
1974;3;65,11857082;44,63874507;7
1974;3;65,62828875;42,46305909;6
1974;3;65,84801557;38,18774574;8
1974;3;66,52820047;38,4477901;8
1974;3;66,71784689;46,12923629;9
1974;3;67,08367557;47,48325933;9
1974;3;67,12519166;44,11189788;9
1974;3;67,16356662;46,44396107;7
1974;3;67,79722231;47,09572946;7
1974;3;70,27365432;44,96950136;9
1974;3;70,78378181;45,59401992;7
1974;3;70,97271474;43,22215801;9
1974;3;79,33018399;49,91763639;7
1974;4;64,2456577;50,15021758;5
1974;4;64,28324718;47,15675235;6
1974;4;68,74100834;44,13938905;5
1974;4;82,62777413;50,81484489;8
1975;1;20,60676224;14,74008425;0
1975;1;24,74973654;16,5313058;3
1975;1;26,09667851;17,75530147;5
1975;1;29,251769;15,75058299;6
1975;1;30,79943366;15,18963187;7
1975;1;31,30432936;19,77945838;7
1975;1;32,02591503;20,6388473;7
1975;1;32,48991971;21,34959673;5
1975;1;32,51036932;19,30451149;6
1975;1;32,66130119;18,0434651;7
1975;1;33,25360959;20,12959136;7
1975;1;33,39927875;22,70885635;5
1975;1;33,48141437;19,37911727;6
1975;1;33,64671145;21,42355298;5
1975;1;34,07463809;18,76046617;6
1975;1;34,1693011;22,19302616;7
1975;1;34,48186671;17,59577796;6
1975;1;34,49895302;19,93020259;5
1975;1;34,52920053;18,34019827;6
1975;1;34,57180407;18,20255077;6
1975;1;34,68117373;38,91603145;5
1975;1;34,74381084;19,70981042;9
1975;1;34,85394471;21,76247347;5
1975;1;35,06567267;20,00489911;7
1975;1;35,20415601;21,74216542;8
1975;1;35,66082119;20,14076758;6
1975;1;35,74191628;18,68456991;6
1975;1;35,81547647;22,30136721;6
1975;1;35,81920745;17,33776213;6
1975;1;36,18640496;21,90968978;6
1975;1;36,41410774;19,33303161;7
1975;1;36,42289245;20,90640689;5
1975;1;36,44237866;18,90774516;6
1975;1;36,61761901;21,20473403;9
1975;1;38,11287777;19,776277;9
1975;1;38,46659034;16,48641898;9
1975;1;38,96330309;20,91534156;9
1975;1;39,10068348;20,78042987;10
1975;1;39,20983401;20,94971844;9
1975;1;39,4809162;19,3400265;7
1975;1;39,60505244;19,17968819;8
1975;1;39,80220713;23,57732196;9
1975;1;39,99847192;21,14310635;6
1975;1;40,65591143;21,72681969;9
1975;1;40,69450745;21,00192025;9
1975;1;40,82081206;22,33877414;5
1975;1;40,99347816;22,95978192;6
1975;1;41,33845769;19,55082845;8
1975;1;41,61701848;22,18636292;10
1975;1;41,71461934;19,14659382;9
1975;1;41,89783433;20,66325575;9
1975;1;42,64717561;20,54389467;9
1975;1;43,22212859;23,44215889;8
1975;1;44,82461566;18,78471959;9
1975;1;46,22632352;19,21941463;7
1975;1;54,15257867;35,87410283;8
1975;2;38,38506817;23,05881754;6
1975;2;38,51870062;25,78914119;6
1975;2;40,69102497;24,91284719;6
1975;2;40,76376575;25,80518288;6
1975;2;41,52581375;27,64352186;6
1975;2;42,7833346;26,61901815;6
1975;2;44,01666961;27,88928842;5
1975;2;44,14015577;26,72002024;6
1975;2;44,23209047;29,73335183;5
1975;2;44,42919119;27,27538079;5
1975;2;44,54202895;30,13757412;6
1975;2;44,98045425;29,50973003;1
1975;2;45,51172537;30,70815449;6
1975;2;45,5631477;28,06368582;5
1975;2;45,65110414;27,28137064;6
1975;2;45,66785163;31,26751014;6
1975;2;45,82309264;29,49131745;6
1975;2;46,09979169;32,21231071;6
1975;2;46,11467235;30,19932684;6
1975;2;46,36349557;28,02537465;5
1975;2;46,58357441;32,89398821;6
1975;2;46,63444279;33,34741038;6
1975;2;47,30591942;31,81340774;6
1975;2;47,31752643;31,10051677;6
1975;2;47,39460554;29,7209063;5
1975;2;47,74962904;32,23232083;6
1975;2;47,80222779;32,54212557;6
1975;2;47,8349366;30,54117925;6
1975;2;47,96257872;29,57284958;5
1975;2;47,97605763;32,96917599;6
1975;2;48,17657142;32,39877267;6
1975;2;48,39091594;34,49851373;6
1975;2;48,50200056;32,8401419;6
1975;2;48,58862007;29,03123171;6
1975;2;48,80465327;30,48934022;6
1975;2;48,81954483;26,96476685;6
1975;2;48,88441368;29,91809214;6
1975;2;49,30599063;32,74778606;6
1975;2;49,39330228;32,42120731;8
1975;2;49,67954565;32,22793179;6
1975;2;50,25207473;29,99199087;10
1975;2;50,83296176;32,39839425;6
1975;2;51,46764408;33,59286729;7
1975;2;51,58705131;29,44210492;7
1975;2;52,30104911;33,10579592;8
1975;2;52,58201614;34,67160609;6
1975;2;52,90023537;34,64889807;9
1975;2;53,14307186;31,99379609;8
1975;2;53,21642391;31,99191903;11
1975;2;53,52836526;34,68770536;7
1975;2;53,87366202;34,37766871;8
1975;2;54,53708348;30,31182552;9
1975;2;54,56583491;29,1274102;11
1975;2;55,50808782;35,72864388;9
1975;2;56,48793653;34,68637659;8
1975;2;57,34951154;34,24215642;8
1975;2;58,9575967;34,11931432;8
1975;2;62,46510491;34,06447007;9
1975;3;31,11394983;19,79974299;6
1975;3;50,30629376;39,30982511;6
1975;3;52,15061874;35,69399527;6
1975;3;52,74179998;37,35091936;5
1975;3;53,45833794;36,60845676;6
1975;3;54,51494005;34,64135783;5
1975;3;55,21947942;37,62612459;6
1975;3;58,10916888;41,25959938;6
1975;3;58,41824978;43,67864561;6
1975;3;58,44999687;42,63308193;5
1975;3;59,30947397;42,12983917;7
1975;3;59,77320997;45,45572166;5
1975;3;59,83317862;37,05930769;5
1975;3;60,32020545;44,16491299;6
1975;3;60,37229178;43,89265847;6
1975;3;62,57710231;45,21565889;6
1975;3;63,77868783;42,94578124;8
1975;3;64,04454546;38,93231972;8
1975;3;64,14371159;45,28416898;6
1975;3;64,67309833;43,09837976;7
1975;3;64,74416084;40,0271454;8
1975;3;64,88247832;39,30261456;8
1975;3;65,98068292;39,12076638;8
1975;3;66,14775941;65,7034374;7
1975;3;66,43651431;46,50624499;7
1975;3;67,22885284;46,95232581;7
1975;3;67,25292086;48,76680729;9
1975;3;67,51165897;42,29475871;7
1975;3;67,65774121;44,45840946;7
1975;3;67,99786462;47,180308;7
1975;3;68,23482426;44,58054941;11
1975;3;68,37620698;48,25346319;6
1975;3;69,40829277;66,10630165;11
1975;3;69,80955651;39,37343699;8
1975;3;70,40998401;72,58820455;8
1975;3;71,32136262;46,45527584;10
1976;1;25,76115133;15,61405835;5
1976;1;29,41598989;17,88225685;6
1976;1;30,08208957;12,12502855;7
1976;1;31,33386129;15,75396935;7
1976;1;32,36919157;19,63876809;7
1976;1;32,68392946;18,87493305;5
1976;1;33,55640174;16,84491058;7
1976;1;34,63003534;22,34226375;6
1976;1;34,97287953;18,91958778;6
1976;1;35,81333453;20,29385695;6
1976;1;35,98117173;22,73558164;6
1976;1;36,04705006;18,53454279;6
1976;1;36,21850768;20,69099445;6
1976;1;36,37748734;22,55442122;6
1976;1;36,61504807;18,14906946;6
1976;1;36,74755339;22,84919894;6
1976;1;36,87669024;20,08816081;7
1976;1;36,99886914;23,07578089;9
1976;1;37,26658166;22,42254756;8
1976;1;37,7520793;20,14001416;10
1976;1;38,02318849;23,43460471;10
1976;1;38,24568369;23,78574541;8
1976;1;38,38761121;21,08226401;6
1976;1;38,40846807;21,7508159;9
1976;1;38,43372015;23,04251483;6
1976;1;38,89126905;22,5013334;9
1976;1;38,99637271;17,47280252;6
1976;1;39,11920389;20,28876848;9
1976;1;39,42979995;21,90596425;8
1976;1;39,43284226;20,15169623;8
1976;1;39,52147493;20,25537908;6
1976;1;39,64919195;23,77616911;7
1976;1;39,68097551;24,22095908;8
1976;1;39,75120805;21,5644089;9
1976;1;39,79530192;22,87241774;7
1976;1;39,85610501;23,38470294;10
1976;1;39,96779469;24,91697091;5
1976;1;40,22455424;22,15120012;6
1976;1;40,54860947;23,92697958;8
1976;1;41,27079389;21,27167873;9
1976;1;41,61358562;22,52727985;9
1976;2;34,71324867;22,06908711;6
1976;2;37,35957671;25,97159717;5
1976;2;40,80825801;25,29137347;5
1976;2;42,16229;31,45090826;5
1976;2;42,44368923;41,1596896;6
1976;2;42,94544332;29,66148872;5
1976;2;43,22544321;31,32427151;6
1976;2;44,40514535;31,37870886;6
1976;2;45,04168716;29,42901734;5
1976;2;45,64395752;30,23749418;6
1976;2;45,65757969;24,8062456;6
1976;2;45,7652159;26,86341812;6
1976;2;46,2430053;31,39386649;6
1976;2;46,5787555;31,8809527;6
1976;2;47,01000974;29,67883338;6
1976;2;47,13256918;31,80655227;6
1976;2;47,14562641;30,73828414;5
1976;2;47,16191119;32,43270379;6
1976;2;47,28056565;34,22607338;6
1976;2;47,30639489;31,4217771;5
1976;2;47,37596217;32,30913834;6
1976;2;47,62292194;28,45494792;6
1976;2;47,93664759;29,38783063;6
1976;2;48,16205377;33,58778943;6
1976;2;48,16998738;32,51208872;6
1976;2;48,2358078;33,49560891;6
1976;2;48,41699397;29,07948789;5
1976;2;49,11940563;29,16806157;7
1976;2;49,24281731;33,78186654;6
1976;2;49,42819851;31,37428987;9
1976;2;50,16020414;34,70259394;6
1976;2;50,47953836;34,6939567;9
1976;2;50,91997772;27,07524401;5
1976;2;51,05780147;32,97293292;5
1976;2;51,06303805;34,89854833;7
1976;2;51,70117629;32,46812525;9
1976;2;51,79752906;28,44889832;6
1976;2;51,98089388;34,45676667;8
1976;2;52,38289267;36,19689708;7
1976;2;52,40868365;33,69686014;8
1976;2;52,8621455;32,90829168;9
1976;2;53,17979115;50,64379669;5
1976;2;53,20892226;32,8765285;9
1976;2;53,5358733;32,64153654;9
1976;2;53,60763993;32,88883413;7
1976;2;54,02536258;34,17246029;8
1976;2;54,9402489;30,31591156;9
1976;2;55,53699358;30,82886958;11
1976;2;55,63614899;33,55111322;8
1976;2;56,34210264;34,63683865;9
1976;2;56,56778147;31,05311126;11
1976;2;56,98193099;33,35617737;9
1976;2;57,25974781;36,17866639;9
1976;3;49,45491991;35,82990413;6
1976;3;50,62366896;37,12982612;6
1976;3;52,50578047;34,5737879;6
1976;3;53,83423307;33,7914109;6
1976;3;53,9737891;36,09176432;6
1976;3;54,52682068;38,90392662;6
1976;3;55,56416871;35,75858476;6
1976;3;57,54116209;41,00576928;5
1976;3;57,79267902;38,48788193;6
1976;3;58,96424458;39,5407847;6
1976;3;59,70143901;37,6909888;7
1976;3;60,52129772;42,27625248;6
1976;3;60,58598291;46,74076394;6
1976;3;60,60687263;42,05599819;5
1976;3;60,94625456;37,13461083;6
1976;3;61,13602306;38,54142501;7
1976;3;61,20439829;38,89012941;5
1976;3;61,41120024;46,57481637;5
1976;3;62,17540337;39,36357815;6
1976;3;62,7152631;40,78291059;6
1976;3;63,28885414;44,77885931;5
1976;3;63,89884356;46,95950713;6
1976;3;64,05808661;43,89723657;6
1976;3;64,1870303;43,41051573;6
1976;3;64,34506242;41,43856017;8
1976;3;64,54056051;44,77123695;6
1976;3;64,66065396;37,30032199;8
1976;3;65,11721414;43,05204436;10
1976;3;65,19029397;39,24768018;8
1976;3;65,52154311;39,97374041;8
1976;3;65,59286553;47,67662186;9
1976;3;65,90421746;40,76949823;7
1976;3;66,20978628;42,34239223;8
1976;3;66,5946415;49,46424006;6
1976;3;66,63228096;45,4605964;9
1976;3;66,81949832;46,85617397;9
1976;3;67,14489709;47,34896728;9
1976;3;67,41426349;40,55142112;8
1976;3;67,60930414;47,36271952;9
1976;3;68,01625674;44,00662635;9
1976;3;68,35890113;45,53913001;7
1976;3;69,30513802;65,08810841;9
1976;3;69,36444628;43,77769051;7
1976;3;69,43229575;47,00135562;7
1976;3;69,90001168;48,334676;5
1976;3;70,32274588;45,46596012;10
1976;3;72,59384732;72,03238841;7
1976;3;73,20261629;50,4000411;7
1976;3;74,11648651;47,31994289;10
1976;3;74,9637403;47,76199;10
1976;3;75,61106466;47,49462144;8
1976;3;78,11419142;47,83922257;10
1976;3;78,24963689;49,38509566;10
1976;3;79,87470017;45,08571301;10
1976;3;81,09535011;48,90240644;10
1976;3;81,12867419;48,85596588;10
1976;3;81,32222681;49,64988034;10
1976;4;65,55983415;47,69625495;6
1976;4;65,81122612;50,25241637;6
1976;4;66,8312947;44,89742714;5
1976;4;77,82117139;50,59635552;8
1977;1;1,136858778;4,525735631;1
1977;1;1,988942724;2,642218623;1
1977;1;2,377247587;0,873146721;0
1977;1;2,954308617;5,257278469;1
1977;1;4,50278367;4,618546769;1
1977;1;4,633498406;1,969968966;1
1977;1;5,129221612;5,549457804;1
1977;1;26,55318838;30,9280768;0
1977;1;26,81158694;30,9280768;0
1977;1;27,12876157;30,9280768;1
1977;1;27,26486924;30,19152652;1
1977;1;27,33110833;30,9280768;1
1977;1;27,44223848;30,9280768;1
1977;1;27,82902185;30,9280768;0
1977;1;28,85988489;30,9280768;1
1977;1;28,86411815;30,9280768;1
1977;1;29,28954416;30,49215574;0
1977;1;29,56342826;30,9280768;1
1977;1;29,56710142;30,9280768;1
1977;1;29,67410796;32,60886777;1
1977;1;29,70603117;30,9280768;0
1977;1;29,72186611;18,39180386;5
1977;1;29,87903561;31,26438671;1
1977;1;30,01712776;17,84079843;5
1977;1;30,49393206;30,9280768;1
1977;1;30,61150032;30,9280768;1
1977;1;30,8065846;27,77621126;0
1977;1;30,97806993;30,9280768;1
1977;1;31,22979166;19,8147435;7
1977;1;31,23020861;30,9280768;1
1977;1;31,27992544;30,9280768;0
1977;1;31,30696653;28,03253711;10
1977;1;31,33679481;5,182432392;1
1977;1;31,41506224;30,9280768;0
1977;1;31,43494364;31,12183638;1
1977;1;31,49376941;19,35732781;6
1977;1;31,49433887;30,9280768;1
1977;1;31,51367464;30,9280768;1
1977;1;31,56574532;30,9280768;0
1977;1;31,70223668;30,9280768;1
1977;1;31,70775809;30,9280768;1
1977;1;31,75321783;30,9280768;1
1977;1;31,81944691;30,9280768;1
1977;1;32,12383721;30,9280768;0
1977;1;32,17322879;30,9280768;1
1977;1;32,23329005;30,9280768;0
1977;1;32,25311068;30,9280768;1
1977;1;32,27174108;3,386008888;1
1977;1;32,27666288;19,27839429;1970
1977;1;32,32461062;30,9280768;0
1977;1;32,48142655;30,9280768;0
1977;1;32,48179895;31,67772648;0
1977;1;32,79753803;34,67169659;1
1977;1;32,87956122;30,9280768;1
1977;1;32,88321681;21,19641085;6
1977;1;32,9440802;30,9280768;1
1977;1;32,99807657;27,51448833;1
1977;1;33,07156816;30,9280768;0
1977;1;33,27013575;30,9280768;0
1977;1;33,3462581;30,9280768;1
1977;1;33,46015361;30,9280768;0
1977;1;33,48738813;18,20116156;6
1977;1;33,49854764;34,31265373;1
1977;1;33,86332396;29,993297;0
1977;1;34,02393519;30,9280768;0
1977;1;34,10583192;30,9280768;0
1977;1;34,18242642;18,18592228;5
1977;1;34,20554659;30,9280768;1
1977;1;34,24306688;30,9280768;0
1977;1;34,31729307;19,66731582;6
1977;1;34,32342328;30,9280768;0
1977;1;34,34823132;30,9280768;0
1977;1;34,44761497;30,9280768;0
1977;1;34,58929354;30,9280768;1
1977;1;34,61319929;30,9280768;1
1977;1;34,66928123;34,5374836;0
1977;1;34,67082982;30,9280768;0
1977;1;34,70685428;31,65270056;1
1977;1;34,84453181;30,9280768;1
1977;1;34,86686113;19,61003752;5
1977;1;34,91328366;30,9280768;1
1977;1;34,91701496;23,91630882;4
1977;1;35,08476348;30,9280768;1
1977;1;35,11488905;30,9280768;0
1977;1;35,12524951;24,13038855;9
1977;1;35,40047987;37,33375263;1
1977;1;35,51788692;30,9280768;0
1977;1;35,55006466;20,68506709;7
1977;1;35,55238874;18,09613438;6
1977;1;35,58553849;30,73863176;1
1977;1;35,6651483;21,0794534;6
1977;1;35,68305929;18,66223507;7
1977;1;35,7947669;21,70136515;6
1977;1;35,83141158;20,88302035;6
1977;1;35,86866527;30,9280768;0
1977;1;35,87396112;30,9280768;0
1977;1;35,89558314;14,70921098;10
1977;1;35,95604435;30,9280768;0
1977;1;35,95638996;20,34939893;6
1977;1;36,05094647;30,9280768;0
1977;1;36,11239268;1,85541544;1
1977;1;36,1814451;38,07519088;0
1977;1;36,23230288;30,9280768;1
1977;1;36,24330246;22,68798084;6
1977;1;36,30995825;21,09091924;9
1977;1;36,36830516;30,9280768;1
1977;1;36,44042245;23,21532657;8
1977;1;36,45156745;30,9280768;0
1977;1;36,47466255;36,14493092;0
1977;1;36,4759593;17,04283215;6
1977;1;36,4783816;30,9280768;0
1977;1;36,48203776;30,9280768;0
1977;1;36,51890879;35,50226622;0
1977;1;36,523264;30,9280768;1
1977;1;36,63407636;20,49646455;6
1977;1;36,71558643;30,9280768;1
1977;1;36,93154473;30,9280768;1
1977;1;37,04553054;39,35185828;9
1977;1;37,05555294;30,9280768;1
1977;1;37,11576901;30,9280768;1
1977;1;37,19120429;37,83779842;1
1977;1;37,32365971;30,9280768;1
1977;1;37,35733717;37,64410803;0
1977;1;37,35920418;30,9280768;1
1977;1;37,36522923;30,9280768;1
1977;1;37,38757762;4,699897655;1
1977;1;37,42581838;37,94438672;1
1977;1;37,45222618;20,45740554;6
1977;1;37,45686306;30,9280768;1
1977;1;37,4963357;38,96470389;10
1977;1;37,49816106;40,37153002;1
1977;1;37,53013999;30,9280768;1
1977;1;37,55136633;30,9280768;1
1977;1;37,55946177;19,03001025;6
1977;1;37,59386618;30,9280768;0
1977;1;37,66704397;15,89411185;8
1977;1;37,66972545;30,9280768;1
1977;1;37,68642567;4,977769016;1
1977;1;37,69269375;30,9280768;1
1977;1;37,72297474;30,9280768;1
1977;1;37,7623818;30,9280768;0
1977;1;37,76560421;30,9280768;0
1977;1;37,79487713;30,9280768;0
1977;1;37,83158115;21,73972418;9
1977;1;37,83549554;30,9280768;0
1977;1;37,84606755;30,9280768;1
1977;1;37,88518789;40,31332221;10
1977;1;37,88626538;30,9280768;1
1977;1;37,90861807;18,75117946;8
1977;1;37,96212156;30,9280768;10
1977;1;37,97070421;40,10578206;1
1977;1;38,0104324;30,9280768;0
1977;1;38,01994669;25,17481766;6
1977;1;38,03778973;30,9280768;0
1977;1;38,0429008;19,38450168;11
1977;1;38,07997539;30,9280768;1
1977;1;38,10104068;30,9280768;1
1977;1;38,11818908;30,9280768;1
1977;1;38,14086554;30,9280768;0
1977;1;38,1514221;30,9280768;0
1977;1;38,16117782;30,9280768;1
1977;1;38,16772533;30,9280768;1
1977;1;38,17517264;30,9280768;1
1977;1;38,19706146;41,31027649;1
1977;1;38,20075319;30,9280768;0
1977;1;38,22500206;30,9280768;1
1977;1;38,23283866;35,14307692;10
1977;1;38,23436454;20,00812132;8
1977;1;38,23733764;30,9280768;1
1977;1;38,2642392;30,9280768;0
1977;1;38,29119252;20,69758296;1
1977;1;38,3057528;5,114439141;1
1977;1;38,34487292;30,9280768;1
1977;1;38,35996857;30,9280768;1
1977;1;38,3685771;21,93126934;9
1977;1;38,3855837;30,9280768;1
1977;1;38,38752842;30,9280768;10
1977;1;38,41863924;30,9280768;1
1977;1;38,4472849;30,9280768;10
1977;1;38,46623076;30,9280768;1
1977;1;38,4672758;39,6244931;1
1977;1;38,50207263;37,39569401;1
1977;1;38,5054167;25,63626519;7
1977;1;38,50640717;30,9280768;1
1977;1;38,52028301;30,9280768;1
1977;1;38,53001965;34,08946551;0
1977;1;38,5553887;41,94546017;0
1977;1;38,58176762;30,9280768;1
1977;1;38,5979363;42,43517288;1
1977;1;38,60307419;30,9280768;1
1977;1;38,61846128;30,9280768;1
1977;1;38,62258071;30,9280768;1
1977;1;38,63487526;30,9280768;0
1977;1;38,65104258;5,822657164;1
1977;1;38,70504768;21,91349149;6
1977;1;38,78743628;30,9280768;1
1977;1;38,81325007;30,9280768;1
1977;1;38,81817018;5,927865039;1
1977;1;38,81909517;20,26495426;7
1977;1;38,83247343;30,9280768;1
1977;1;38,85688979;22,40882176;1
1977;1;38,86533366;30,9280768;1
1977;1;38,86610514;30,9280768;1
1977;1;38,86678664;30,9280768;1
1977;1;38,89049571;30,9280768;1
1977;1;38,91248091;30,9280768;1
1977;1;38,92423971;30,9280768;1
1977;1;38,93302575;30,9280768;1
1977;1;38,93457648;30,9280768;1
1977;1;38,94556881;30,9280768;10
1977;1;38,96833821;30,9280768;1
1977;1;38,97842198;23,90849094;9
1977;1;38,98979369;30,9280768;0
1977;1;38,99652181;30,9280768;0
1977;1;39,01083585;30,9280768;10
1977;1;39,01406018;38,3235151;10
1977;1;39,05602088;30,9280768;1
1977;1;39,06139089;30,9280768;1
1977;1;39,06784263;30,9280768;1
1977;1;39,08799621;42,37821419;1
1977;1;39,12063986;30,9280768;1
1977;1;39,14224343;30,9280768;1
1977;1;39,1453223;4,083905241;1
1977;1;39,15234819;39,24135596;1
1977;1;39,15409951;39,07141858;0
1977;1;39,15491726;42,63042485;1
1977;1;39,16401179;30,9280768;12
1977;1;39,18238747;5,954610273;1
1977;1;39,19340829;30,9280768;1
1977;1;39,22523312;18,97195034;11
1977;1;39,24682287;30,9280768;1
1977;1;39,24880016;30,9280768;0
1977;1;39,26471827;30,9280768;1
1977;1;39,29787769;23,44554134;5
1977;1;39,31321625;22,34556815;9
1977;1;39,31434179;30,9280768;1
1977;1;39,32420586;30,9280768;0
1977;1;39,35194492;21,24893451;6
1977;1;39,36807093;30,9280768;0
1977;1;39,37820662;39,15555865;1
1977;1;39,39267535;42,27503347;1
1977;1;39,40042394;30,9280768;1
1977;1;39,40950084;30,9280768;1
1977;1;39,4230863;40,21046899;7
1977;1;39,44687373;30,9280768;1
1977;1;39,45269679;30,9280768;1
1977;1;39,45832195;21,8774637;9
1977;1;39,47011037;41,23786512;1
1977;1;39,47166557;30,9280768;1
1977;1;39,49556777;25,02100074;6
1977;1;39,49692678;30,9280768;1
1977;1;39,53070489;30,9280768;1
1977;1;39,53915605;30,9280768;1
1977;1;39,54008549;30,9280768;1
1977;1;39,5531199;30,9280768;1
1977;1;39,55932551;30,9280768;1
1977;1;39,56353454;30,9280768;1
1977;1;39,57326664;30,9280768;10
1977;1;39,58951473;30,9280768;1
1977;1;39,61615218;30,9280768;1
1977;1;39,65927216;30,9280768;0
1977;1;39,67308733;21,54780042;8
1977;1;39,70591198;30,9280768;0
1977;1;39,71458259;30,9280768;1
1977;1;39,72681679;30,9280768;1
1977;1;39,72806911;30,9280768;0
1977;1;39,75045356;30,9280768;1
1977;1;39,77290495;30,9280768;0
1977;1;39,80442456;30,9280768;0
1977;1;39,80519922;30,9280768;1
1977;1;39,8267213;30,9280768;1
1977;1;39,84538307;30,9280768;1
1977;1;39,85619522;30,9280768;1
1977;1;39,87101272;30,9280768;10
1977;1;39,90759311;30,9280768;10
1977;1;39,92110715;30,9280768;1
1977;1;39,92153781;30,9280768;1
1977;1;39,92554081;30,9280768;1
1977;1;39,92581578;16,6737078;10
1977;1;39,94458704;30,9280768;0
1977;1;39,94901683;39,92164344;1
1977;1;39,95298326;30,9280768;1
1977;1;39,95888018;30,9280768;1
1977;1;39,96429198;30,9280768;1
1977;1;39,98557903;30,9280768;1
1977;1;39,9875328;42,44793594;9
1977;1;39,99753155;30,9280768;0
1977;1;40,00421168;30,9280768;0
1977;1;40,01980967;30,9280768;1
1977;1;40,02299899;3,953911398;1
1977;1;40,02687567;30,9280768;1
1977;1;40,04090704;30,9280768;1
1977;1;40,04453337;30,9280768;0
1977;1;40,04561972;41,79821638;1
1977;1;40,07673286;22,21343267;10
1977;1;40,07927553;30,9280768;1
1977;1;40,08171256;30,9280768;1
1977;1;40,09199124;30,9280768;1
1977;1;40,09643927;30,9280768;0
1977;1;40,13306149;30,9280768;0
1977;1;40,15863065;30,9280768;1
1977;1;40,16146719;30,9280768;0
1977;1;40,17186158;30,9280768;0
1977;1;40,18290689;18,57217109;8
1977;1;40,18969662;30,9280768;1
1977;1;40,19090494;30,9280768;1
1977;1;40,19869353;40,45382795;1
1977;1;40,20761481;30,9280768;0
1977;1;40,24268005;30,9280768;1
1977;1;40,24412868;30,9280768;0
1977;1;40,25047409;41,41609949;0
1977;1;40,25760519;30,9280768;1
1977;1;40,27117527;40,12659591;1
1977;1;40,27414067;4,502442628;1
1977;1;40,30014207;30,9280768;1
1977;1;40,30034866;30,9280768;1
1977;1;40,30245765;4,736100005;1
1977;1;40,3132198;30,9280768;1
1977;1;40,31999607;30,9280768;1
1977;1;40,32612835;30,9280768;0
1977;1;40,32922774;30,9280768;0
1977;1;40,3311776;20,31857872;9
1977;1;40,34148039;30,9280768;0
1977;1;40,34693545;23,3513479;8
1977;1;40,35783135;42,11598279;1
1977;1;40,36027894;30,9280768;0
1977;1;40,36207983;30,9280768;1
1977;1;40,36208351;44,66170656;1
1977;1;40,36563544;30,9280768;1
1977;1;40,36854335;30,9280768;1
1977;1;40,40990692;30,9280768;1
1977;1;40,43289616;30,9280768;1
1977;1;40,44127608;41,4213393;0
1977;1;40,46741349;30,9280768;1
1977;1;40,47360315;30,9280768;1
1977;1;40,47370998;40,62744568;1
1977;1;40,49979117;30,9280768;1
1977;1;40,52229927;30,9280768;1
1977;1;40,52581974;4,174626535;1
1977;1;40,53723637;30,9280768;1
1977;1;40,5422842;21,90700336;6
1977;1;40,56576442;30,9280768;1
1977;1;40,57622801;30,9280768;1
1977;1;40,59145766;30,9280768;1
1977;1;40,60496354;30,9280768;1
1977;1;40,6116491;30,9280768;10
1977;1;40,61269894;18,6208895;10
1977;1;40,61569346;30,9280768;1
1977;1;40,63146002;40,96445606;1
1977;1;40,65172792;30,9280768;1
1977;1;40,65204861;30,9280768;10
1977;1;40,65332204;41,17214218;1
1977;1;40,65597833;30,9280768;0
1977;1;40,68655859;22,37675644;8
1977;1;40,69934042;20,59065448;12
1977;1;40,70773781;30,9280768;1
1977;1;40,71799045;30,9280768;1
1977;1;40,75153471;30,9280768;1
1977;1;40,75759183;40,10379681;1
1977;1;40,76442245;30,9280768;1
1977;1;40,78175228;19,25159557;0
1977;1;40,78701277;30,9280768;1
1977;1;40,79685844;37,48023819;0
1977;1;40,80080627;30,9280768;1
1977;1;40,80492924;21,46497364;1
1977;1;40,80926934;30,9280768;11
1977;1;40,81617928;41,15643596;0
1977;1;40,81945609;30,9280768;1
1977;1;40,82028613;40,77906481;1
1977;1;40,82050738;30,9280768;1
1977;1;40,82689828;41,54635675;1
1977;1;40,85696546;30,9280768;1
1977;1;40,89418617;39,19474938;1
1977;1;40,90093289;30,9280768;1
1977;1;40,90154032;30,9280768;1
1977;1;40,94154925;30,9280768;1
1977;1;40,94724608;30,9280768;1
1977;1;40,95378861;42,56296652;1
1977;1;40,95444759;22,54544194;8
1977;1;40,96452934;42,28604819;1
1977;1;40,97815806;40,02142593;1
1977;1;40,99191246;21,34663855;8
1977;1;40,99400993;42,05218344;0
1977;1;41,01728076;30,9280768;0
1977;1;41,01993629;22,13994718;8
1977;1;41,03383913;30,9280768;1
1977;1;41,04601005;30,9280768;1
1977;1;41,06200988;30,9280768;1
1977;1;41,06624508;43,57589236;1
1977;1;41,06908481;30,9280768;0
1977;1;41,07441665;30,9280768;0
1977;1;41,07529469;30,9280768;1
1977;1;41,11876598;30,9280768;1
1977;1;41,12502442;30,9280768;1
1977;1;41,16066924;30,9280768;1
1977;1;41,17690474;30,9280768;1
1977;1;41,18494928;30,9280768;1
1977;1;41,18690353;1,626502107;41
1977;1;41,19070869;30,9280768;1
1977;1;41,1941885;30,9280768;0
1977;1;41,19708197;40,80897645;0
1977;1;41,21597786;30,9280768;0
1977;1;41,21603168;30,9280768;1
1977;1;41,21632117;39,961869;0
1977;1;41,22250698;30,9280768;1
1977;1;41,22411807;30,9280768;0
1977;1;41,22883506;30,9280768;1
1977;1;41,23489724;40,64656361;10
1977;1;41,2441721;22,02087168;8
1977;1;41,26748724;30,9280768;0
1977;1;41,26843068;30,9280768;0
